iter  res_double64      res_float32      res_posit32q      res_posit32n      res_float32fma      pAp_dynrange      pAp_mag
 201  1.8389323161e+00  2.0346022894e+00  3.2408749877e+00  2.4648816186e+00  2.3479833391e+00  9.100332e+07  6.681164e-06
 202  1.5548540900e+00  2.5508963076e+00  1.9299472912e+00  1.7121949822e+00  2.6195117252e+00  1.197311e+08  6.384993e-06
 203  2.1496809700e+00  1.5104862679e+00  2.2707480420e+00  2.4508855037e+00  1.7741809245e+00  9.234054e+06  4.653131e-06
 204  2.0158307484e+00  2.2198977658e+00  1.7731121034e+00  2.4685457664e+00  2.5295223415e+00  8.975736e+06  4.362688e-06
 205  1.3933168734e+00  2.1831573978e+00  1.6785202895e+00  2.7134141410e+00  2.4824656701e+00  3.040095e+07  4.013803e-06
 206  1.7468808187e+00  3.0109724612e+00  1.6713754273e+00  1.7572099797e+00  2.6289322782e+00  2.407528e+07  3.790781e-06
 207  1.6798442788e+00  2.8227184738e+00  1.2484481596e+00  2.1441178679e+00  1.7791354026e+00  1.309269e+08  3.188139e-06
 208  1.6829360495e+00  2.3336878121e+00  1.7593562701e+00  1.3608108342e+00  2.4137290551e+00  3.397156e+08  3.238325e-06
 209  1.2912580066e+00  1.7122715317e+00  1.6288984376e+00  1.6699823067e+00  1.8755728800e+00  4.483931e+07  3.355942e-06
 210  1.3823976170e+00  1.7137202795e+00  2.0917063675e+00  1.5718511947e+00  2.1235859598e+00  5.730134e+06  2.585727e-06
 211  1.3859141051e+00  1.8663735631e+00  2.0549490802e+00  1.3591806503e+00  1.6410988986e+00  2.362492e+08  3.169960e-06
 212  1.0112518625e+00  1.5702063681e+00  1.4938539467e+00  1.2907022739e+00  2.0589366533e+00  8.370870e+06  3.890745e-06
 213  6.9091923686e-01  1.7078486042e+00  2.1212459390e+00  1.2822591628e+00  1.5110638602e+00  1.808716e+08  2.349925e-06
 214  6.9287403034e-01  1.6391925189e+00  1.8013189386e+00  9.5395400391e-01  1.4379416907e+00  2.036423e+08  2.611289e-06
 215  9.1704193940e-01  1.3896417892e+00  1.2573918267e+00  1.3482105691e+00  1.3395294622e+00  2.247843e+08  1.895832e-06
 216  8.1069188784e-01  1.2791446042e+00  1.3367107981e+00  1.3431920374e+00  1.0957743304e+00  1.693858e+06  1.327294e-06
 217  6.4486257605e-01  8.9061857522e-01  1.4234866765e+00  9.8981473898e-01  1.0300185625e+00  6.339053e+08  1.463067e-06
 218  5.4020803611e-01  1.0577659044e+00  1.3039158464e+00  1.1085316011e+00  1.5403918417e+00  5.413868e+07  1.281211e-06
 219  6.0157554982e-01  1.2135669831e+00  6.4957887666e-01  6.3026609662e-01  1.3021570210e+00  8.133877e+06  9.575498e-07
 220  7.5942996312e-01  9.2564799963e-01  5.4040642982e-01  7.1689966956e-01  9.1225626578e-01  2.335169e+07  5.087395e-07
 221  7.5451170435e-01  7.5160811795e-01  7.0381288523e-01  7.6759114388e-01  7.0985905101e-01  7.518594e+06  3.821319e-07
 222  6.6601141173e-01  6.2768718492e-01  5.0669066602e-01  5.9780510594e-01  5.3138708702e-01  3.615600e+06  3.039837e-07
 223  5.7783781805e-01  8.5498757961e-01  5.0334477748e-01  6.9825263249e-01  5.7882565492e-01  9.938416e+07  2.877529e-07
 224  5.8117233011e-01  9.6361828405e-01  5.2745937387e-01  9.5177779393e-01  6.0623524048e-01  2.110674e+07  3.060786e-07
 225  5.5082084829e-01  8.6501318040e-01  5.9332971222e-01  8.1395797406e-01  5.6710046778e-01  1.108692e+07  2.767295e-07
 226  3.8965508894e-01  6.5768622865e-01  7.0901723265e-01  6.4878263682e-01  5.6559790446e-01  5.284726e+07  2.742775e-07
 227  6.1753559331e-01  5.3876597777e-01  6.1439739697e-01  6.3958593165e-01  7.9034591393e-01  1.975996e+07  3.346878e-07
 228  7.9670763378e-01  5.3183509359e-01  5.7269710412e-01  7.5434871152e-01  6.3810471483e-01  9.397785e+06  2.487345e-07
 229  8.7787258620e-01  5.4494394237e-01  6.1708777715e-01  5.6762035899e-01  5.2418496013e-01  4.049386e+06  2.656162e-07
 230  6.6352924574e-01  5.7992890876e-01  6.6505749715e-01  5.0154625326e-01  6.1240535803e-01  2.159341e+07  2.472213e-07
 231  4.1658607369e-01  6.0201890154e-01  6.0656728301e-01  5.7379264982e-01  6.8714674631e-01  1.028007e+07  2.748684e-07
 232  4.6599422702e-01  5.7294777583e-01  6.0405082644e-01  7.4697097916e-01  5.8054002039e-01  3.364719e+07  2.914605e-07
 233  3.5936535499e-01  6.1342606991e-01  5.8610833221e-01  6.2971354731e-01  5.2418803027e-01  2.611993e+07  2.629057e-07
 234  4.1714459675e-01  6.3566884264e-01  7.3693879756e-01  5.1348158354e-01  5.8468909467e-01  1.341873e+08  2.757890e-07
 235  2.5527191549e-01  5.9429211714e-01  7.9874659917e-01  6.4759158777e-01  7.0615919086e-01  3.053372e+08  2.989967e-07
 236  3.1238253570e-01  5.4355115324e-01  6.3705430082e-01  6.5755410698e-01  7.3337303961e-01  2.060963e+08  2.872495e-07
 237  4.0208695448e-01  5.1581873289e-01  4.5397553490e-01  4.8572778703e-01  5.9052547948e-01  1.357083e+07  2.427902e-07
 238  3.5942765141e-01  3.9911640520e-01  6.2624588854e-01  4.8574145198e-01  4.7058863850e-01  1.352940e+07  2.017675e-07
 239  3.3596930330e-01  4.8991307524e-01  6.4650917870e-01  6.8555388895e-01  4.5007031209e-01  7.328154e+07  2.339486e-07
 240  6.1468758347e-01  6.0232953303e-01  5.3783826961e-01  6.6829180992e-01  5.4497574297e-01  5.476454e+07  2.981751e-07
 241  6.9652997045e-01  5.3892819487e-01  3.9965923428e-01  5.1425609980e-01  5.7851268039e-01  3.089891e+07  1.651680e-07
 242  5.0551502675e-01  4.4343342772e-01  6.2163353502e-01  4.0793158201e-01  5.3717234849e-01  4.035349e+07  1.378060e-07
 243  2.7844274710e-01  3.9932139844e-01  5.6530156438e-01  2.7949113609e-01  4.3405659347e-01  1.532521e+08  2.455742e-07
 244  2.1933821585e-01  4.1045630243e-01  4.7397283069e-01  5.1349755872e-01  3.9049630906e-01  7.741491e+07  1.648492e-07
 245  2.4289547958e-01  6.4093063786e-01  3.4196987951e-01  3.3563839410e-01  6.2377492526e-01  3.596552e+07  1.474992e-07
 246  1.5983571448e-01  4.2649366990e-01  4.0748700840e-01  4.3228594410e-01  4.4511655211e-01  4.764890e+07  1.187311e-07
 247  2.0145832106e-01  3.7768233137e-01  4.1720443992e-01  4.7569874556e-01  4.1274160549e-01  1.747836e+07  1.240180e-07
 248  2.3497790524e-01  4.2664780934e-01  4.4034292631e-01  3.3676782420e-01  4.2078707963e-01  1.254969e+07  1.437601e-07
 249  2.1249444777e-01  5.3718824328e-01  3.8984990110e-01  3.0730935089e-01  4.8164901912e-01  1.254801e+07  1.137907e-07
 250  2.1317441821e-01  4.7353695558e-01  2.8592377080e-01  3.4770501992e-01  3.6952768449e-01  4.638441e+08  1.051033e-07
 251  1.7284890554e-01  3.0614099071e-01  3.1362869234e-01  2.9927527953e-01  3.0030745805e-01  2.474290e+07  7.322642e-08
 252  1.6925496882e-01  3.3173573751e-01  2.6169476292e-01  2.9480199556e-01  3.4407958573e-01  2.438164e+07  7.467550e-08
 253  1.7815328471e-01  3.5931601248e-01  2.7133319182e-01  2.5740622258e-01  2.8213952382e-01  1.620246e+07  5.020866e-08
 254  1.8476634452e-01  2.4631693725e-01  2.6621752806e-01  2.6287495664e-01  2.2891956069e-01  2.600275e+06  5.009177e-08
 255  1.8400544483e-01  2.3185703018e-01  2.5073018301e-01  2.1420397978e-01  2.6203108413e-01  1.674156e+07  3.983199e-08
 256  1.8562946119e-01  2.7002797450e-01  2.7945785785e-01  2.1061480971e-01  2.6412924200e-01  6.249744e+06  4.238871e-08
 257  2.2509924594e-01  2.6456990784e-01  1.9870030856e-01  3.0322746067e-01  2.9098285260e-01  1.654750e+07  4.651994e-08
 258  1.6900932612e-01  2.8573193639e-01  2.7160045146e-01  2.3773681381e-01  2.4284610873e-01  5.966750e+06  4.489279e-08
 259  1.5610760011e-01  1.9027371989e-01  2.0989203653e-01  2.6037562335e-01  2.1563417512e-01  6.162832e+07  4.535011e-08
 260  1.1099290197e-01  2.4678400662e-01  1.7775376445e-01  1.8785353327e-01  2.6561779125e-01  9.027128e+06  3.453091e-08
 261  1.0876235005e-01  2.3242069693e-01  1.7446002667e-01  2.3380553184e-01  2.1816742330e-01  1.068811e+07  2.920076e-08
 262  1.8497954392e-01  2.1951914004e-01  1.3837770369e-01  2.2158774494e-01  2.3532600581e-01  3.830824e+06  2.451815e-08
 263  1.8036270484e-01  2.0973042099e-01  1.7361918695e-01  1.6943537879e-01  1.9154377298e-01  1.824823e+06  2.337281e-08
 264  1.3049509380e-01  1.8929005517e-01  1.8624235489e-01  1.7464288290e-01  2.2813577137e-01  4.282138e+06  2.767588e-08
 265  1.3844748195e-01  2.1865059944e-01  1.5204936709e-01  1.6974092240e-01  2.4119299077e-01  7.296972e+06  3.033676e-08
 266  1.0397373554e-01  1.7205753712e-01  1.4207210135e-01  1.8110351856e-01  2.1010410839e-01  2.026902e+07  2.276558e-08
 267  1.3652716386e-01  1.5944632916e-01  1.7332432503e-01  1.4550526348e-01  1.6710697378e-01  1.258865e+08  2.308261e-08
 268  1.4534273058e-01  1.5367748788e-01  1.4397326254e-01  1.3092278254e-01  1.7123293158e-01  5.848359e+06  2.720701e-08
 269  1.4063800422e-01  1.7840487427e-01  1.3963612422e-01  1.3904656744e-01  1.9176406891e-01  6.802743e+07  1.656935e-08
 270  1.4935958438e-01  1.5525274319e-01  1.6692720928e-01  1.3466464886e-01  1.5370338111e-01  2.079365e+07  2.031588e-08
 271  1.3023038723e-01  1.3486382459e-01  1.6471516269e-01  1.3292984477e-01  1.2943737832e-01  6.728996e+06  2.647610e-08
 272  1.0056421215e-01  1.3681428160e-01  1.1901731637e-01  1.6424509231e-01  1.1010814083e-01  1.266519e+07  2.361718e-08
 273  1.1406137067e-01  1.9004930506e-01  1.3517314173e-01  1.7366608691e-01  1.6642693449e-01  1.521500e+07  1.603443e-08
 274  1.1279822984e-01  2.0594135440e-01  1.3794121952e-01  1.6184088220e-01  1.8824690826e-01  6.077821e+06  1.666110e-08
 275  9.9504717976e-02  1.6402376944e-01  1.8185542721e-01  1.4743255980e-01  1.3839655395e-01  8.941540e+07  1.835627e-08
 276  1.1152719743e-01  1.2916422087e-01  1.6889842711e-01  1.8165404388e-01  1.4845041796e-01  1.962948e+08  2.941064e-08
 277  9.7974891346e-02  1.2660806418e-01  1.1197387963e-01  1.6201997713e-01  1.7571058972e-01  2.963364e+06  1.794333e-08
 278  1.1495774385e-01  1.3804175710e-01  1.1263570463e-01  1.3124222140e-01  1.5528505510e-01  1.308039e+07  1.377303e-08
 279  8.9713451534e-02  1.3584456254e-01  1.0092614622e-01  1.2735728067e-01  1.5134197148e-01  1.984695e+07  1.081301e-08
 280  7.2315446059e-02  1.3012948669e-01  1.0547445258e-01  1.2817482085e-01  1.0883016786e-01  1.582920e+07  9.202605e-09
 281  7.9566595807e-02  9.9760637248e-02  1.1812417533e-01  1.2227657345e-01  1.0976682880e-01  1.777420e+07  8.844104e-09
 282  7.5514699667e-02  1.0478290331e-01  1.2365910095e-01  9.4499717036e-02  1.1326385644e-01  4.760907e+07  7.821875e-09
 283  8.2597273945e-02  9.6515438933e-02  1.1526818406e-01  9.3673039925e-02  1.0981940771e-01  1.264134e+08  7.046131e-09
 284  7.8339003688e-02  9.5419375502e-02  1.0596840277e-01  1.1590315629e-01  9.6309632779e-02  7.323853e+07  5.918338e-09
 285  6.7514123525e-02  9.9690675281e-02  1.0265415805e-01  1.3053200022e-01  7.6690355051e-02  1.538684e+07  6.246832e-09
 286  6.3817316084e-02  1.0336017633e-01  1.2242241243e-01  1.1367533636e-01  7.3130398316e-02  5.270940e+06  7.128548e-09
 287  5.4263208144e-02  1.0908314389e-01  1.3958938307e-01  9.2106171270e-02  6.6662001384e-02  3.548718e+07  8.435254e-09
 288  4.8145800417e-02  1.0596197969e-01  9.7890201119e-02  9.6909702146e-02  7.3738640844e-02  6.497588e+06  8.815466e-09
 289  4.7118554017e-02  1.0026743842e-01  7.5828069027e-02  1.0307951765e-01  6.9063868455e-02  1.333102e+07  6.140926e-09
 290  4.4205154650e-02  1.0039452516e-01  6.3781974190e-02  9.7228341181e-02  5.9864832623e-02  5.556186e+07  3.895140e-09
 291  4.6215786848e-02  9.2917841910e-02  6.7790316550e-02  8.0116640691e-02  6.5422950939e-02  2.907456e+07  4.038446e-09
 292  5.2180787362e-02  7.8092896303e-02  6.8035408813e-02  6.6427638049e-02  6.9333600287e-02  1.752168e+07  3.197311e-09
 293  4.5828181942e-02  6.5715999606e-02  5.6916153009e-02  6.9968537925e-02  7.9568672875e-02  9.148360e+07  3.260539e-09
 294  3.6620597030e-02  5.5962051463e-02  7.1583218958e-02  7.9691737938e-02  6.5161850726e-02  7.691640e+06  2.882247e-09
 295  3.6891979156e-02  6.8877284797e-02  5.7593501403e-02  7.1615496859e-02  5.3625059832e-02  5.604866e+07  3.688148e-09
 296  3.9438180956e-02  8.0783779056e-02  5.7091652408e-02  5.2783899210e-02  6.6270630156e-02  5.671783e+07  2.595941e-09
 297  3.3614516677e-02  6.0169547797e-02  4.2427766791e-02  5.5291385988e-02  5.9770998448e-02  9.106590e+06  2.037600e-09
 298  2.3163422033e-02  4.8561275389e-02  3.9654045049e-02  5.0775153913e-02  5.1376270264e-02  4.519282e+06  1.730379e-09
 299  2.8551065538e-02  3.9048919701e-02  3.5574992163e-02  5.5910928735e-02  5.0955249635e-02  3.763371e+06  1.406283e-09
 300  2.7421472413e-02  3.6119980724e-02  3.4239843769e-02  3.6753657338e-02  4.7566638497e-02  1.538984e+08  1.427497e-09
 301  2.4205433446e-02  2.5182456379e-02  3.9659850118e-02  3.8131528398e-02  3.1034205088e-02  4.321525e+07  1.256245e-09
 302  2.5547678955e-02  3.2518761786e-02  3.1655814247e-02  3.7255521713e-02  3.2361445499e-02  3.370597e+07  1.283492e-09
 303  2.4125254086e-02  3.3247455287e-02  2.9835819615e-02  3.4622714399e-02  2.7379663758e-02  4.235713e+07  8.878613e-10
 304  3.0154044500e-02  3.2511189324e-02  2.2698074781e-02  2.6877187486e-02  3.2461627610e-02  4.937628e+08  6.793073e-10
 305  1.8821756544e-02  2.5085470102e-02  1.8474736588e-02  2.4437503290e-02  3.4476751876e-02  9.823406e+06  6.130292e-10
 306  2.6466681006e-02  2.0321990453e-02  2.3276450306e-02  1.7072994577e-02  2.4112569552e-02  3.439432e+08  4.143075e-10
 307  2.1003540381e-02  1.6162138079e-02  2.6788373058e-02  1.5619185836e-02  1.8338031010e-02  1.279099e+07  3.357352e-10
 308  2.7894569248e-02  1.8521556167e-02  2.6067914283e-02  1.6977329573e-02  2.4536563386e-02  5.346255e+07  4.660139e-10
 309  1.4915585978e-02  1.7793196493e-02  1.6769390740e-02  1.4992663912e-02  3.2347909451e-02  2.784012e+07  4.104088e-10
 310  1.4015630281e-02  2.3676887753e-02  1.5597591585e-02  1.4334301483e-02  2.5042619131e-02  1.020202e+07  2.550480e-10
 311  1.5733867664e-02  2.0597114440e-02  1.3697994669e-02  1.9623823125e-02  1.5582095133e-02  7.476372e+06  2.463014e-10
 312  1.6428697284e-02  1.8280998071e-02  1.3084762780e-02  2.0260774020e-02  1.8016118544e-02  5.948136e+07  2.558549e-10
 313  1.8979958110e-02  1.9778080010e-02  1.8286920643e-02  1.8161025309e-02  2.2399190325e-02  8.423684e+07  2.572071e-10
 314  1.5247106297e-02  2.1209013536e-02  2.1040964660e-02  1.5809685488e-02  2.3301885825e-02  9.813485e+06  2.637024e-10
 315  1.2328499574e-02  1.5745353235e-02  1.8966927991e-02  1.5370141469e-02  1.6217372375e-02  1.025140e+08  3.126535e-10
 316  9.6812094674e-03  1.7412337667e-02  1.8780407651e-02  1.6474545584e-02  1.7463838236e-02  1.454526e+07  2.788061e-10
 317  1.4163798714e-02  1.9192308718e-02  1.7921293273e-02  1.9456395489e-02  1.8944100029e-02  7.884962e+06  2.045017e-10
 318  1.8013205041e-02  1.4299028246e-02  1.6467631231e-02  1.8884267842e-02  1.5137643074e-02  4.834579e+07  2.115901e-10
 319  1.4267982254e-02  1.5644900866e-02  1.3568020725e-02  1.5450502529e-02  1.7025649041e-02  1.689528e+07  1.790612e-10
 320  1.0666526158e-02  1.1897698312e-02  1.3876490763e-02  1.5169745992e-02  1.6617088386e-02  1.602635e+07  1.461258e-10
 321  7.3757964948e-03  1.1541649477e-02  1.6183658367e-02  1.4206583324e-02  1.3831434744e-02  1.011112e+08  1.276352e-10
 322  5.6299577163e-03  1.4342413025e-02  1.2954033709e-02  1.3503356421e-02  1.2659733692e-02  2.026254e+07  1.375637e-10
 323  7.3663878429e-03  1.4330994656e-02  1.2258817676e-02  1.1752618275e-02  1.4746929889e-02  7.792215e+07  1.067876e-10
 324  7.0706739325e-03  1.5275071993e-02  8.1708262018e-03  1.4450152799e-02  1.2047540523e-02  7.078634e+06  7.671397e-11
 325  9.5044334961e-03  1.6276275713e-02  1.2254154623e-02  1.1231192081e-02  1.3908757651e-02  1.433124e+08  6.494127e-11
 326  6.9701849514e-03  1.0527869907e-02  1.5125030285e-02  1.0518785787e-02  1.4090054660e-02  1.166308e+07  9.690326e-11
 327  4.4085500124e-03  1.2391712178e-02  1.5922514400e-02  9.9284905589e-03  1.1490828131e-02  9.470610e+06  1.360612e-10
 328  5.3582100239e-03  1.4466810754e-02  9.7233441863e-03  1.5424172359e-02  9.5900385356e-03  7.686276e+06  1.200728e-10
 329  3.4960696093e-03  1.3571984700e-02  7.4088264988e-03  9.5157281122e-03  1.1943913998e-02  1.204215e+07  7.138157e-11
 330  4.0971074898e-03  9.3596176398e-03  1.2401549716e-02  9.6960483755e-03  7.5914251125e-03  8.356151e+06  6.236711e-11
 331  4.3296704627e-03  8.8942679269e-03  8.7015585928e-03  1.0642954269e-02  8.4188359301e-03  3.632588e+07  7.335810e-11
 332  4.0310627782e-03  1.1611860152e-02  9.1944236920e-03  9.2419339527e-03  8.0333566523e-03  7.771628e+06  5.494266e-11
 333  3.7244466323e-03  8.3304293846e-03  7.2454091776e-03  9.4574394745e-03  8.3917470207e-03  1.531373e+08  4.862705e-11
 334  3.7007911980e-03  9.9943859879e-03  8.0817024254e-03  4.9619058814e-03  1.0117325460e-02  1.165419e+08  4.506495e-11
 335  3.5732123486e-03  6.8288648368e-03  7.1328262291e-03  7.2180000983e-03  7.2732390492e-03  7.903353e+06  4.460921e-11
 336  3.2996662239e-03  8.4470172457e-03  5.4840852297e-03  6.6301140857e-03  7.5759791656e-03  1.579131e+07  3.235273e-11
 337  3.8197921655e-03  6.7236687899e-03  6.3605978975e-03  6.8646315961e-03  5.6696322306e-03  8.020471e+06  2.476039e-11
 338  3.7017045606e-03  7.4308033562e-03  7.2785838331e-03  5.8427540160e-03  6.8236438975e-03  4.107809e+07  3.596512e-11
 339  3.4704111770e-03  5.8505885237e-03  7.1388623417e-03  4.8384121087e-03  6.7739593434e-03  7.841798e+07  3.795503e-11
 340  3.6788976124e-03  5.2215453339e-03  5.4379007096e-03  5.7343260599e-03  4.7847409609e-03  1.162489e+07  3.181955e-11
 341  3.9900288237e-03  7.7534669727e-03  4.3446933870e-03  5.0969913210e-03  7.1501216556e-03  9.962886e+06  2.638306e-11
 342  3.2253594164e-03  5.3030394471e-03  4.6646418974e-03  6.4276883435e-03  5.9216346900e-03  2.019465e+07  2.328587e-11
 343  2.2852867568e-03  4.7656299339e-03  4.3869825024e-03  4.5345234151e-03  4.9827892333e-03  1.563381e+07  2.571116e-11
 344  2.5296517207e-03  3.7573820431e-03  5.2906493855e-03  4.4502484170e-03  3.9640670342e-03  7.778525e+06  2.025194e-11
 345  2.6804392487e-03  4.4638922547e-03  4.5767171254e-03  4.8007200665e-03  5.2156335890e-03  7.758177e+06  2.681805e-11
 346  1.5333096919e-03  6.2956817040e-03  3.6870186261e-03  4.7959838572e-03  5.2639764199e-03  9.913930e+06  2.125217e-11
 347  1.5487161633e-03  4.3333844385e-03  3.8784951919e-03  4.0537795477e-03  4.0735651145e-03  3.415558e+07  1.607237e-11
 348  2.1200950295e-03  3.6316525280e-03  4.3358441744e-03  4.2725576875e-03  3.9501185581e-03  4.110164e+07  1.467199e-11
 349  2.2185975649e-03  3.6547718947e-03  2.7194332912e-03  5.1021814791e-03  3.9276868028e-03  1.980263e+07  1.618383e-11
 350  1.8269120145e-03  4.1582883958e-03  2.2131533592e-03  4.1638288913e-03  3.5383561158e-03  6.279083e+06  9.970635e-12
 351  1.4111209112e-03  2.8615194526e-03  1.7199605530e-03  2.9967283325e-03  2.6651432509e-03  5.334615e+07  8.273382e-12
 352  1.5992287920e-03  2.9040623154e-03  2.3040686617e-03  2.0110066564e-03  2.7219774611e-03  1.741643e+07  5.313180e-12
 353  1.2907657675e-03  2.9849541450e-03  2.4087499725e-03  1.9828399309e-03  2.0154256801e-03  7.629245e+07  6.629600e-12
 354  1.2131775036e-03  3.3233579580e-03  1.6436678518e-03  2.3640784188e-03  2.1439633735e-03  1.409071e+08  4.670736e-12
 355  1.1595481646e-03  2.3450813627e-03  2.4595088670e-03  3.3887328320e-03  2.7593882021e-03  1.209522e+08  3.672590e-12
 356  8.5359995733e-04  1.9553305236e-03  2.3327473230e-03  2.3571638398e-03  3.6144603838e-03  7.607837e+07  4.251696e-12
 357  1.2808478109e-03  1.6066144079e-03  2.0903616471e-03  1.9043334135e-03  2.3743078645e-03  5.131262e+07  3.275498e-12
 358  1.0416264439e-03  1.3583028482e-03  1.8300228018e-03  1.6141910467e-03  1.9706216186e-03  4.133332e+07  2.463155e-12
 359  1.0417702438e-03  1.8737809860e-03  1.9078591379e-03  1.7912339453e-03  2.0841047219e-03  2.769492e+07  2.757537e-12
 360  7.8734852954e-04  1.6260857441e-03  1.2838344821e-03  2.5131460746e-03  1.6404131098e-03  1.103403e+07  2.024797e-12
 361  7.2490964914e-04  2.2376326329e-03  1.8035952487e-03  1.8603118358e-03  2.3367681157e-03  6.881029e+06  1.930234e-12
 362  4.7371486060e-04  1.8170396568e-03  1.6491674213e-03  1.4400659017e-03  1.8562217774e-03  4.499649e+07  2.422458e-12
 363  7.5071358048e-04  1.4722699188e-03  1.3773192246e-03  1.9060307957e-03  1.6038131265e-03  4.516919e+07  1.967454e-12
 364  5.6706306463e-04  1.8579541187e-03  1.1229820308e-03  1.4291411035e-03  1.8337292311e-03  1.999420e+06  1.767218e-12
 365  4.9995099245e-04  1.3378762491e-03  1.5143846676e-03  1.2638628471e-03  1.3055065129e-03  2.687960e+07  1.360634e-12
 366  4.6396526998e-04  1.2476640837e-03  1.4794766348e-03  1.2113264590e-03  1.5285606957e-03  8.595251e+07  1.775205e-12
 367  4.4353439858e-04  1.4232318349e-03  1.1705191646e-03  1.6236927004e-03  1.2859755803e-03  3.331910e+06  1.619198e-12
 368  5.9385142328e-04  1.4794715631e-03  1.2905535362e-03  1.3551391988e-03  1.4604272798e-03  2.874336e+07  1.043998e-12
 369  4.5599963807e-04  1.3144974360e-03  1.3781304160e-03  1.1760243349e-03  1.3069731607e-03  3.477735e+07  1.381579e-12
 370  5.4650722117e-04  1.1416008885e-03  1.2059102373e-03  1.0023059786e-03  1.2328446982e-03  1.970004e+07  1.179737e-12
 371  4.4213671655e-04  1.1963454214e-03  1.0500679632e-03  1.0222059713e-03  9.6302550011e-04  9.560399e+06  7.447411e-13
 372  3.6245408623e-04  1.4294222022e-03  1.1149163505e-03  8.8514489343e-04  9.8419154799e-04  1.203806e+07  7.330941e-13
 373  3.1493427023e-04  1.3744470661e-03  9.5260613940e-04  9.2225274344e-04  1.0209624188e-03  2.021711e+07  7.837481e-13
 374  4.9399783278e-04  1.1788956648e-03  5.3577100351e-04  9.3790469038e-04  1.2525250107e-03  2.093173e+07  5.923283e-13
 375  5.5767529634e-04  9.8642274993e-04  6.2981123167e-04  8.8074598387e-04  9.8489142294e-04  1.274006e+06  3.208753e-13
 376  4.5077792453e-04  9.7133993901e-04  6.5369765845e-04  7.1241131090e-04  6.6246433114e-04  1.143192e+06  2.534362e-13
 377  2.7181004039e-04  9.1752905122e-04  7.0472644265e-04  5.1895099487e-04  6.9413750332e-04  1.032668e+08  2.392427e-13
 378  2.3627787958e-04  7.2747224523e-04  6.1351266730e-04  5.2438837242e-04  7.7088664897e-04  1.352814e+07  2.560729e-13
 379  2.3261338686e-04  6.5398965919e-04  6.2501547606e-04  4.9416453582e-04  7.8670580820e-04  5.218404e+06  1.837974e-13
 380  1.9113984393e-04  5.3895277878e-04  5.7679052267e-04  5.6258414139e-04  5.7029893565e-04  2.220438e+09  1.374205e-13
 381  1.9608357001e-04  6.8825014360e-04  3.5659342408e-04  3.5528404371e-04  6.8814825979e-04  4.820759e+07  1.082875e-13
 382  2.1073631703e-04  6.5091396351e-04  3.8923777215e-04  5.1805136897e-04  5.7961442027e-04  5.105097e+07  9.512183e-14
 383  1.8829741882e-04  6.5606769418e-04  5.5122586888e-04  4.9290819879e-04  5.9350568936e-04  2.416420e+07  1.102881e-13
 384  1.4609313755e-04  5.9647823430e-04  4.5308733306e-04  3.6411298358e-04  5.6522661944e-04  4.151192e+07  1.273495e-13
 385  1.5146249183e-04  5.7482932030e-04  3.3734872541e-04  3.9875316691e-04  4.5969913709e-04  2.739989e+07  1.054486e-13
 386  1.5265385150e-04  6.3024944626e-04  3.6747790569e-04  5.4351519544e-04  5.4091687700e-04  1.704846e+07  9.062759e-14
 387  1.6077972034e-04  5.9018074103e-04  3.6523220659e-04  4.2415151036e-04  5.6706612302e-04  7.996011e+07  8.067592e-14
 388  1.2900571318e-04  6.1074289521e-04  3.7261654779e-04  2.7719494916e-04  5.1680580446e-04  6.355845e+08  7.567991e-14
 389  1.1288077072e-04  5.8792716381e-04  3.0877898441e-04  3.0693216067e-04  4.5770831692e-04  9.105081e+06  6.245221e-14
 390  1.3283105249e-04  4.7990469405e-04  2.5633836614e-04  3.3844077864e-04  4.5528335955e-04  4.726541e+07  6.178261e-14
 391  1.1825972001e-04  4.5432486982e-04  2.6278605675e-04  2.6350972797e-04  3.5504979485e-04  9.545593e+06  4.745423e-14
 392  8.7706948532e-05  5.7662638687e-04  2.4359204175e-04  2.2480751299e-04  4.3062961203e-04  1.651844e+08  6.023220e-14
 393  8.7671833068e-05  5.8742946327e-04  2.0321117761e-04  1.9741853782e-04  4.2274021052e-04  5.803573e+06  3.283485e-14
 394  1.0679151449e-04  5.1748424431e-04  2.3092771763e-04  2.1119617150e-04  3.2706741973e-04  1.359081e+07  2.859041e-14
 395  1.0855600821e-04  5.1009921053e-04  1.8722948930e-04  1.9732306477e-04  4.2158415391e-04  8.509795e+07  2.732970e-14
 396  1.3428225387e-04  6.7634749601e-04  1.9041470390e-04  2.4656040384e-04  4.0414604027e-04  3.916881e+07  3.804639e-14
 397  9.4700704649e-05  5.3606709003e-04  1.4301530568e-04  1.7134277593e-04  3.2723643733e-04  2.536071e+08  2.451620e-14
 398  8.9211886898e-05  4.4440964132e-04  1.2559704283e-04  1.6227053378e-04  3.4636437041e-04  4.838798e+07  1.582155e-14
 399  1.3316121446e-04  4.4726337313e-04  9.4632862478e-05  1.3806965350e-04  3.4600719616e-04  7.064896e+06  1.121325e-14
 400  8.5798219643e-05  5.5418730680e-04  1.2393745013e-04  1.4899611392e-04  3.3130372005e-04  4.808771e+06  1.011105e-14
 401  1.0589013448e-04  4.9191164083e-04  1.2530722335e-04  1.3872801488e-04  3.7113870577e-04  2.163794e+07  1.110863e-14
 402  1.1046963468e-04  5.1397007427e-04  1.1273989702e-04  1.3476796035e-04  3.3457488265e-04  2.121785e+08  1.219500e-14
